year,category_id,order_count,refund_order_count,refund_rate
2026,100349,205,29,14.15
2026,100353,100,7,7.00
2026,100359,197,21,10.66
2026,100363,163,16,9.82
2026,100442,28,3,10.71
2026,100444,149,17,11.41
2026,100445,1112,109,9.80
2026,100446,54,5,9.26
2026,100447,246,29,11.79
2026,100448,21,2,9.52
2026,100450,362,31,8.56
2026,100451,342,44,12.87
2026,100453,58,5,8.62
2026,100455,224,32,14.29
2026,100457,64,5,7.81
2026,100460,28,4,14.29
2026,100462,186,17,9.14
2026,100464,44,2,4.55
2026,100469,19,2,10.53
2026,100471,18,0,0.00
2026,100473,54,5,9.26
2026,100475,146,20,13.70
2026,100478,24,3,12.50
2026,100480,61,4,6.56
2026,100482,20,2,10.00
2026,100486,154,13,8.44
2026,100487,68,7,10.29
2026,100488,661,69,10.44
2026,100489,60,10,16.67
2026,100491,855,84,9.82
2026,100493,34,1,2.94
2026,100496,39,5,12.82
2026,100498,101,8,7.92
2026,100501,18,1,5.56
2026,100504,67,10,14.93
2026,100506,52,3,5.77
2026,100509,73,11,15.07
2026,100514,256,25,9.77
2026,100515,650,69,10.62
2026,100518,54,7,12.96
2026,100532,123,18,14.63
2026,100534,130,13,10.00
2026,100535,936,102,10.90
2026,100536,880,104,11.82
2026,100542,256,21,8.20
2026,100551,227,23,10.13
2026,100559,208,16,7.69
2026,100560,1443,153,10.60
2026,100561,265,33,12.45
2026,100569,497,49,9.86
2026,100578,622,58,9.32
2026,100587,795,72,9.06
2026,100588,897,91,10.14
2026,100590,60,3,5.00
2026,100592,250,32,12.80
2026,100594,49,7,14.29
2026,100598,96,11,11.46
2026,100599,75,6,8.00
2026,100600,319,26,8.15
2026,100602,47,6,12.77
2026,100605,85,12,14.12
2026,100607,105,15,14.29
2026,100609,49,6,12.24
2026,100611,96,10,10.42
2026,100614,86,8,9.30
2026,100616,66,5,7.58
2026,100618,94,12,12.77
2026,100620,68,6,8.82
2026,100623,871,106,12.17
2026,100625,105,9,8.57
2026,100627,200,11,5.50
2026,100629,93,10,10.75
2026,100632,78,3,3.85
2026,100635,61,14,22.95
2026,100637,199,26,13.07
2026,100639,111,12,10.81
2026,100642,77,17,22.08
2026,100644,105,10,9.52
2026,100645,812,89,10.96
2026,100646,105,8,7.62
2026,100648,78,11,14.10
2026,100651,108,14,12.96
2026,100653,58,4,6.90
2026,100655,47,5,10.64
2026,100657,105,7,6.67
2026,100660,146,18,12.33
2026,100661,40,4,10.00
2026,100662,39,2,5.13
2026,100663,158,21,13.29
2026,100664,94,12,12.77
2026,100665,20,1,5.00
2026,100666,42,3,7.14
2026,100667,19,3,15.79
2026,100670,59,6,10.17
2026,100671,42,8,19.05
2026,100672,114,13,11.40
2026,100673,118,14,11.86
2026,100674,106,16,15.09
2026,100675,34,4,11.76
2026,100676,19,1,5.26
2026,100679,27,2,7.41
2026,100680,19,2,10.53
2026,100682,204,24,11.76
2026,100683,165,16,9.70
2026,100684,61,3,4.92
2026,100687,51,4,7.84
2026,100688,20,4,20.00
2026,100689,53,6,11.32
2026,100691,262,24,9.16
2026,100692,45,9,20.00
2026,100693,47,6,12.77
2026,100694,83,12,14.46
2026,100696,43,3,6.98
2026,100697,46,6,13.04
2026,100698,26,3,11.54
2026,100701,50,4,8.00
2026,100702,18,3,16.67
2026,100703,60,7,11.67
2026,100705,78,11,14.10
2026,100706,34,6,17.65
2026,100707,19,4,21.05
2026,100708,22,2,9.09
2026,100710,54,5,9.26
2026,100711,16,4,25.00
2026,100712,31,5,16.13
2026,100715,37,3,8.11
2026,100716,19,2,10.53
2026,100720,44,3,6.82
2026,100721,14,1,7.14
2026,100725,43,3,6.98
2026,100726,52,6,11.54
2026,100727,67,12,17.91
2026,100728,47,6,12.77
2026,100729,24,3,12.50
2026,100730,27,5,18.52
2026,100733,49,6,12.24
2026,100734,215,24,11.16
2026,100735,114,13,11.40
2026,100736,55,7,12.73
2026,100740,79,14,17.72
2026,100742,1034,123,11.90
2026,100743,98,13,13.27
2026,100747,106,6,5.66
2026,100748,54,2,3.70
2026,100749,68,13,19.12
2026,100751,82,12,14.63
2026,100756,16,1,6.25
2026,100757,153,16,10.46
2026,100758,80,10,12.50
2026,100764,21,0,0.00
2026,100765,74,6,8.11
2026,100766,59,4,6.78
2026,100772,4,0,0.00
2026,100773,50,6,12.00
2026,100774,78,5,6.41
2026,100778,199,19,9.55
2026,100780,55,9,16.36
2026,100781,48,6,12.50
2026,100782,63,10,15.87
2026,100788,19,1,5.26
2026,100789,18,2,11.11
2026,100790,177,23,12.99
2026,100791,78,16,20.51
2026,100796,14,3,21.43
2026,100797,16,3,18.75
2026,100798,80,8,10.00
2026,100799,254,30,11.81
2026,100803,14,3,21.43
